simulation_id,final_value,cagr
34673,2607126.440849087,0.10731332339338895
34674,1581418.2824299536,0.08350452182020418
34675,1438516.145643851,0.07905201396369099
34676,2585888.310800243,0.10691959693194808
34677,1338218.0898661783,0.0756666173363314
34678,1562432.1023706864,0.08293566906857075
34679,1647405.8871569936,0.08543203493807483
34680,986765.2969598628,0.06151210344060187
34681,1166456.702398293,0.06926131033088745
34682,1893515.5445142107,0.09202275943679394
34683,951214.1610185395,0.05981997327915711
34684,1223450.6117274375,0.07148137802272281
34685,1681692.891783918,0.08640459741556072
34686,1513718.0531503398,0.08144531721056203
34687,1468679.8460361809,0.08002603058440028
34688,1455365.6442060638,0.07959848303692962
34689,1956997.4056558027,0.09358956691671638
34690,1347902.2433457614,0.07600389377954309
34691,806350.5438290561,0.05223402827560686
34692,1865721.9396371883,0.09132090462889764
34693,1227621.9388665534,0.07163995401085455
34694,1643454.3047342342,0.0853187051849218
